Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,18.0%,100,17.647058820000002
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,12.0%,100,11.764705879999999
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,12.0%,100,11.764705879999999
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,21.0%,100,21.05263158
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,18.0%,100,17.647058820000002
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,¿Es carbononeutro? Si/no,Si,Impacto ambiental,Acción Climática y Energía,18.0%,100,17.647058820000002
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,¿Es carbononeutro? Si/no,0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,¿Es carbononeutro? Si/no,No,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,14.0%,100,14.28571429
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,19.0%,100,19.047619050000002
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,¿Incluye mapeo de ODS? Si/No,0,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,24.0%,0,0
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,¿Incluye mapeo de ODS? Si/No,0,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,19.0%,0,0
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,19.0%,100,19.047619050000002
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,0,0
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,¿Incluye mapeo de ODS? Si/No,0,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,14.0%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,14.0%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,100,29.41176471
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,100,29.41176471
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,0,0
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,¿Incluye mapeo de ODS? Si/No,0,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,24.0%,0,0
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,15.0%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,100,29.41176471
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,24.0%,100,23.529411759999999
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,0,0
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,15.0%,100,15.38461538
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,24.0%,0,0
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,¿Incluye mapeo de ODS? Si/No,0,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,24.0%,0,0
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,29.0%,100,29.41176471
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,¿Incluye mapeo de ODS? Si/No,Si,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,16.0%,100,15.78947368
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,¿Incluye mapeo de ODS? Si/No,No,Impacto económico y gobernanza,Transparencia y Gobierno de la Sostenibilidad,19.0%,0,0
